fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.941,0.626,0.483,2.965,0.125,13.02,3.809,0.994,3.412,0.479,8.715,6
8.11,0.426,0.267,3.074,0.159,8.302,1.762,0.997,3.409,0.462,9.404,4
6.83,0.508,0.179,1.99,0.125,1.946,-36.857,0.997,3.453,0.634,9.851,6
7.588,0.629,0.525,2.763,0.075,28.351,18.399,0.998,3.267,0.463,10.832,6
9.355,0.331,0.547,3.627,0.157,8.532,79.425,0.998,3.228,0.737,10.692,5
8.705,0.483,0.197,2.124,0.036,16.807,59.72,0.996,3.461,0.563,9.821,7
13.826,0.434,0.187,2.439,0.101,15.065,54.947,0.997,3.297,0.601,10.318,5
9.046,0.509,0.148,1.425,0.105,19.203,11.139,0.997,3.485,0.75,10.402,6
6.003,0.386,0.059,4.397,0.102,2.48,39.693,0.995,3.424,0.578,10.857,5
7.394,0.518,0.271,3.374,0.156,6.488,50.65,0.996,3.271,0.808,11.351,7
8.075,0.342,0.365,2.337,0.109,26.964,-3.234,0.996,3.475,0.367,11.128,4
6.321,0.506,0.333,1.159,0.074,14.916,23.265,0.999,3.305,0.488,11.268,5
9.864,0.583,0.27,4.206,0.026,25.548,87.135,0.996,3.374,0.552,11.029,4
8.913,0.71,0.023,4.757,0.072,17.679,43.537,0.995,3.105,1.05,11.333,6
7.763,0.715,0.309,4.522,0.031,-7.742,7.889,1.003,3.279,0.651,10.015,6
8.547,0.587,0.383,2.48,0.032,15.725,25.254,0.996,3.206,0.595,11.254,6
7.331,0.542,0.197,3.006,0.069,21.988,58.852,0.996,3.383,0.458,9.47,6
7.183,0.448,-0.033,2.828,0.135,10.955,11.543,0.997,3.176,0.655,10.812,8
8.97,0.756,-0.274,3.738,0.136,-8.993,-29.726,0.998,3.237,0.666,10.663,7
10.114,0.762,0.298,3.557,-0.004,-3.504,-15.452,0.997,3.373,0.964,7.676,6
8.321,0.563,0.166,3.829,0.124,8.629,30.038,0.991,3.534,1.014,9.79,6
7.853,0.534,0.083,4.429,0.041,28.25,39.403,0.996,3.323,0.719,9.342,6
6.963,0.517,0.164,1.679,0.036,25.039,70.16,0.993,3.565,0.651,10.559,7
9.741,0.543,0.292,4.505,0.067,16.148,5.214,0.996,3.207,0.73,9.517,7
8.441,0.33,0.159,1.242,0.056,27.322,14.559,0.998,3.195,0.537,9.86,6
8.05,0.433,0.381,3.031,0.038,21.481,51.765,1.0,3.281,0.594,12.383,7
9.894,0.29,-0.088,1.334,0.114,0.778,74.533,1.001,3.392,0.713,9.614,7
12.431,0.504,0.595,0.724,0.144,19.862,92.664,0.995,3.046,0.549,8.813,7
8.813,0.538,0.333,1.145,0.052,11.375,15.197,0.995,3.312,0.901,10.807,6
9.131,0.51,0.276,6.147,0.111,4.281,50.999,0.996,3.273,0.453,10.664,5
10.023,0.573,0.411,3.006,0.071,21.07,91.124,0.997,3.309,0.647,10.627,6
8.428,0.784,0.237,2.681,0.128,8.081,70.47,0.998,3.261,1.023,8.994,5
7.877,0.604,0.511,1.937,0.087,4.639,33.829,1.0,3.124,0.961,10.906,6
9.268,0.233,0.367,3.039,0.144,6.684,47.155,0.998,3.509,0.882,12.31,7
8.718,0.589,0.357,1.044,0.031,-9.752,84.788,0.998,3.363,0.65,10.179,5
10.447,0.271,0.554,4.492,0.121,7.823,61.122,1.0,3.049,0.553,12.594,7
10.097,0.603,0.211,3.318,0.07,37.142,37.016,0.999,3.501,0.461,9.103,5
10.109,0.645,0.119,5.498,0.121,23.943,37.891,1.0,3.305,0.74,11.684,6
7.66,0.683,0.608,2.984,0.068,9.536,26.495,0.997,3.285,0.728,11.508,7
8.601,0.46,0.181,1.492,0.11,22.726,19.149,0.997,3.274,0.701,9.485,6
8.568,0.683,-0.085,2.139,0.095,30.352,61.909,0.996,3.533,0.593,8.711,6
12.155,0.393,0.08,2.147,0.127,17.546,84.37,0.994,3.383,0.764,9.586,6
7.364,0.629,0.044,3.693,0.026,21.731,-5.9,0.998,3.496,0.475,12.705,6
8.046,0.224,0.008,2.895,0.14,13.535,15.694,0.996,3.415,0.643,11.707,5
8.707,0.864,-0.115,3.674,0.025,3.29,62.058,0.998,2.974,0.592,11.303,5
10.979,0.359,0.426,3.567,0.08,23.964,-29.398,0.998,3.609,0.787,11.126,6
6.864,0.359,0.426,3.283,0.127,5.989,56.969,0.995,3.325,0.434,9.582,6
8.015,0.346,0.195,3.92,0.067,17.367,51.244,1.0,3.105,0.958,10.464,6
7.642,0.336,0.335,3.544,0.115,14.636,23.243,0.996,3.233,0.396,8.313,6
11.153,0.654,0.157,1.119,0.117,15.212,44.93,0.997,3.092,0.714,10.666,6
7.19,0.299,0.036,2.109,0.082,8.803,13.524,0.994,3.135,0.546,11.166,4
8.419,0.455,0.196,2.374,0.035,29.475,109.203,0.992,3.131,0.842,10.579,6
9.576,0.651,0.229,3.272,0.171,-8.154,19.096,0.995,3.217,0.845,9.246,6
6.677,0.875,0.18,0.088,0.047,30.689,82.957,0.996,3.208,0.543,13.413,8
9.917,0.873,0.483,1.832,0.149,40.287,37.54,0.998,3.218,0.339,11.844,7
9.448,0.667,0.131,2.671,0.088,16.664,109.685,0.997,3.183,0.755,9.671,5
10.169,0.636,0.423,1.458,0.115,13.043,65.838,0.999,3.389,0.499,9.83,6
10.189,0.551,0.021,2.428,0.056,24.257,39.731,0.997,3.484,0.408,10.67,6
8.132,0.477,0.139,1.801,0.013,20.092,9.839,0.998,3.695,0.458,12.281,5
8.907,0.495,0.127,2.909,0.065,10.135,41.81,0.996,3.245,0.41,10.4,6
12.216,0.546,0.158,1.712,0.11,23.257,100.875,0.998,3.439,0.763,10.787,6
7.957,0.358,0.335,1.751,0.091,19.157,45.978,0.998,3.376,0.896,10.262,5
7.028,0.616,0.094,2.874,0.091,0.513,107.673,0.998,3.242,0.542,11.797,5
7.534,0.784,-0.111,3.968,0.032,13.29,25.101,0.999,3.42,0.231,10.396,5
10.177,0.753,0.271,3.0,0.112,10.81,81.143,0.999,3.223,0.772,8.816,7
7.678,0.835,0.475,2.94,0.033,6.211,27.922,0.994,3.373,0.821,8.882,5
8.487,0.239,0.082,1.232,0.077,10.491,60.2,0.995,3.377,0.542,10.93,6
9.423,0.479,0.188,2.949,0.118,7.183,93.102,0.994,3.135,0.761,8.386,5
10.28,0.323,0.236,2.757,0.103,6.944,30.287,1.0,3.28,0.778,11.119,5
6.677,0.694,0.15,3.612,0.077,2.436,10.988,0.998,3.099,0.521,11.874,5
9.092,0.586,0.248,0.64,0.077,17.581,56.016,0.999,3.406,0.58,10.188,6
9.281,0.511,0.115,2.513,0.086,11.971,86.317,0.994,3.43,0.61,10.384,5
9.721,0.413,0.724,2.786,0.068,27.014,83.697,0.999,3.341,0.85,9.625,6
3.827,0.453,-0.016,0.698,0.071,13.823,106.16,0.998,3.221,0.919,11.592,5
7.142,0.425,0.057,3.905,0.087,-6.643,77.178,0.996,3.177,0.635,12.961,6
6.947,0.887,0.244,-1.75,0.04,15.898,-26.939,0.997,3.183,0.388,10.246,4
10.279,0.593,0.504,3.776,0.157,31.963,46.006,0.998,3.407,0.68,11.144,6
6.946,0.556,0.501,1.854,0.177,8.153,48.949,0.997,3.297,0.832,11.404,5
5.627,0.819,0.469,1.77,0.085,2.888,72.772,0.999,3.319,0.427,10.308,5
3.632,0.728,0.356,0.477,0.109,8.512,64.99,0.997,3.611,0.679,8.553,6
10.639,0.501,-0.311,4.235,0.094,-3.517,64.967,0.997,3.334,0.687,10.476,5
8.311,0.265,0.339,4.226,0.084,8.23,37.754,0.999,3.476,0.723,10.469,5
5.369,0.685,0.219,2.776,0.106,28.584,47.822,0.995,3.135,0.678,10.371,7
9.317,0.638,0.023,3.342,0.063,5.809,-11.0,0.995,3.47,0.601,11.099,6
7.386,0.138,0.271,2.33,0.001,20.379,44.386,0.996,3.464,0.495,10.789,7
9.072,0.531,0.41,0.117,0.123,13.762,98.923,0.994,3.384,0.65,10.565,6
12.063,0.625,-0.162,3.073,0.053,20.988,62.102,0.995,3.307,0.551,10.4,7
5.698,0.441,-0.087,0.25,0.079,21.812,45.376,0.996,3.344,0.628,9.825,5
6.705,0.441,0.069,1.651,0.045,11.225,-4.13,0.998,3.002,0.59,10.133,5
7.739,0.526,0.124,5.343,0.1,8.319,49.295,0.994,3.229,0.572,10.385,6
11.835,0.309,0.198,1.489,0.066,21.216,-1.386,0.996,3.281,0.624,10.3,7
11.398,0.52,0.203,1.746,0.06,23.581,32.396,1.001,3.397,0.45,10.274,6
9.479,0.524,0.336,2.149,0.108,29.381,25.309,0.996,3.284,0.589,10.803,6
5.868,0.422,-0.095,1.659,0.12,23.907,67.633,0.997,3.274,0.904,10.604,5
8.422,0.53,0.319,0.086,0.145,6.325,37.895,0.997,3.375,0.625,11.33,5
6.499,0.66,-0.044,5.722,0.077,13.85,56.083,0.997,3.236,0.526,9.016,7
9.197,0.752,0.271,3.387,0.082,14.026,61.979,0.997,3.343,0.556,9.797,6
11.802,0.539,0.354,1.917,0.139,18.098,45.36,0.996,3.277,0.388,8.647,5
10.051,0.7,0.192,4.385,0.048,22.038,-8.157,1.0,3.303,0.69,11.533,6
7.714,0.956,0.389,2.868,0.072,19.803,9.53,0.997,3.56,0.432,9.923,7
6.085,0.519,0.339,3.894,0.05,20.879,66.799,0.995,3.476,0.488,11.187,6
7.933,0.723,-0.001,3.919,0.094,20.874,24.363,0.998,3.467,0.842,8.365,5
8.813,0.275,0.308,2.085,0.064,12.929,34.093,0.994,3.387,0.791,10.42,5
8.472,0.419,0.241,3.03,0.057,8.845,71.777,0.997,3.088,0.779,10.121,5
6.329,0.333,0.039,-0.395,0.076,24.19,89.262,0.995,3.46,0.54,10.641,6
6.481,0.486,0.326,2.746,0.084,8.48,60.481,0.996,3.253,0.687,10.666,6
9.534,0.373,0.279,-0.011,0.091,1.516,45.373,0.991,3.247,1.011,9.373,6
10.011,0.581,0.186,1.333,0.152,19.7,39.176,0.996,2.881,0.702,9.329,6
5.182,1.026,0.083,2.682,0.1,23.59,55.401,1.0,3.107,0.663,10.068,7
9.019,0.57,0.248,0.546,0.195,20.056,40.249,0.996,3.195,0.437,9.41,5
8.138,0.238,0.389,4.45,0.07,29.651,55.005,0.994,3.074,0.573,11.199,5
9.058,0.41,0.307,1.146,-0.011,17.332,99.487,0.995,3.197,0.604,9.809,5
7.036,0.426,0.421,3.037,0.016,9.533,10.515,0.999,3.463,0.666,12.178,5
8.642,0.377,-0.21,-0.329,0.155,16.795,8.782,0.995,2.979,0.435,10.844,6
6.837,0.548,-0.059,4.013,0.043,23.103,29.194,1.0,3.323,0.569,9.826,6
10.896,0.544,0.234,3.115,0.08,20.143,95.416,0.995,3.092,0.478,9.047,5
8.364,0.504,0.23,5.255,0.165,6.809,60.068,0.997,3.415,0.586,8.933,5
8.939,0.339,-0.085,1.416,0.011,15.392,-3.838,1.0,3.276,1.093,11.754,5
12.462,0.521,0.398,0.927,0.074,32.185,23.692,0.998,3.368,0.683,10.505,6
7.833,0.265,0.548,3.893,0.102,29.921,-19.352,0.997,3.288,0.696,9.155,5
8.103,0.54,0.293,2.6,0.119,13.793,35.332,0.998,3.286,0.371,9.832,5
7.132,0.612,0.073,1.768,0.115,32.762,71.52,0.999,3.007,0.584,8.84,5
8.438,0.442,0.275,1.066,0.098,6.993,41.558,0.998,3.377,0.661,9.676,6
9.75,0.214,0.101,2.073,0.082,20.263,141.701,0.996,3.392,0.802,11.384,5
6.34,0.587,0.069,3.836,0.122,10.418,-39.189,0.998,3.518,0.599,9.854,5
5.761,0.423,0.32,1.254,0.077,18.612,65.362,0.997,3.457,0.228,9.232,5
5.722,0.471,0.276,3.685,0.044,20.378,12.269,0.997,3.432,0.451,9.854,6
9.658,0.628,0.029,2.724,0.02,25.284,25.998,0.993,3.532,0.567,9.017,5
7.154,0.53,0.211,0.905,0.063,22.542,73.999,0.997,3.508,0.665,9.487,5
7.283,0.512,0.483,4.545,0.129,42.115,34.873,0.996,3.176,0.568,11.218,7
8.451,0.675,0.617,4.12,0.179,15.556,55.935,0.995,3.288,0.736,9.463,6
8.25,0.276,0.126,4.226,0.114,18.078,96.393,0.994,3.286,0.9,10.469,7
10.168,0.589,0.11,2.935,0.018,14.493,46.733,0.999,3.235,0.686,11.204,4
8.786,0.334,0.547,2.633,0.061,16.65,-13.102,0.995,3.533,0.482,10.869,5
8.264,0.719,0.181,0.01,0.037,21.678,72.694,0.994,3.035,0.716,12.037,7
9.256,0.436,-0.03,5.15,0.105,24.5,-11.714,0.997,3.253,0.657,10.465,6
9.936,0.653,0.4,3.436,0.072,13.55,19.848,0.999,3.271,0.702,11.626,4
6.731,0.623,0.354,2.589,0.076,27.851,10.697,0.997,3.605,0.679,7.902,6
9.021,0.471,0.619,2.475,0.165,12.624,78.557,0.998,3.483,0.778,10.224,6
9.826,1.021,0.341,-0.121,0.069,1.862,59.85,0.992,3.336,0.312,9.58,6
10.83,0.411,0.128,3.829,0.042,10.225,82.546,0.995,3.29,0.813,11.574,6
6.428,0.477,0.513,1.852,0.082,0.481,-12.366,0.999,3.178,0.447,11.307,6
8.713,0.498,0.172,2.521,0.082,9.286,54.665,0.998,3.229,0.528,10.361,6
7.305,0.613,0.546,1.237,0.102,19.007,79.784,0.996,3.406,0.667,10.611,6
7.73,0.534,0.269,1.128,0.013,24.89,118.782,1.0,3.489,0.913,10.62,6
6.953,0.307,0.365,2.497,-0.007,16.345,28.615,0.994,3.37,0.662,10.587,7
7.976,0.397,0.589,1.794,0.003,21.15,-40.809,0.995,3.252,0.653,10.489,6
7.731,0.28,0.235,2.28,0.062,19.53,82.583,0.995,3.14,0.947,11.525,5
10.171,0.53,0.392,3.219,0.129,19.427,87.501,0.998,3.502,0.603,8.33,5
10.339,0.436,0.172,2.215,0.087,41.473,90.626,0.999,3.403,0.702,9.612,5
9.265,0.521,0.357,3.22,0.091,25.296,52.405,0.996,3.303,0.58,11.865,5
13.417,0.235,0.198,3.668,0.053,26.405,19.298,0.996,3.27,0.388,12.311,5
7.883,0.518,0.167,1.852,0.045,10.163,95.722,0.996,3.536,0.567,8.88,7
8.428,0.768,0.246,1.506,0.011,15.182,-0.912,0.995,3.058,0.451,8.658,6
6.874,0.14,0.24,1.809,0.097,3.778,60.505,1.0,3.69,0.7,9.944,7
9.15,0.457,0.264,3.482,0.096,46.736,18.008,0.997,3.128,0.563,10.08,3
8.399,0.187,0.292,1.449,0.032,34.103,13.085,0.993,3.374,0.761,11.253,6
7.654,0.385,0.04,1.694,0.14,15.59,66.33,0.997,3.105,0.395,10.758,7
2.777,0.339,0.39,4.273,0.008,10.401,96.092,0.995,3.331,0.259,9.406,6
7.023,0.488,0.765,-0.073,0.074,8.053,43.058,0.995,3.374,0.805,10.362,6
5.503,0.631,0.316,5.774,0.122,17.839,85.96,0.996,3.609,0.746,10.095,5
8.435,0.605,0.641,3.013,0.092,21.569,-17.478,0.998,3.533,0.604,10.468,5
7.908,0.618,0.276,1.155,0.165,7.188,70.642,0.997,3.166,0.415,9.937,6
7.252,0.617,0.333,2.636,0.139,10.487,62.158,0.999,3.479,0.507,9.32,7
7.019,0.494,0.656,3.983,0.005,6.452,32.651,0.999,3.348,0.737,10.182,6
4.419,0.707,0.388,4.046,0.11,19.941,99.002,1.0,3.132,0.754,9.587,6
5.959,0.625,0.233,2.242,0.074,16.765,38.042,0.996,3.284,0.676,12.169,5
6.368,0.511,0.371,2.556,0.082,15.391,0.243,0.999,3.114,0.871,10.609,7
7.554,0.402,0.42,2.426,0.102,2.8,73.427,0.999,3.159,0.58,10.42,6
6.881,0.675,0.52,3.303,0.07,21.243,24.038,0.999,3.318,0.663,11.694,6
8.361,0.618,0.447,4.67,0.054,19.934,52.072,0.993,3.433,0.59,9.661,5
6.048,0.825,0.277,6.098,0.061,8.852,10.104,0.997,3.171,0.831,10.694,5
8.578,0.528,0.143,2.506,0.061,11.668,-10.673,0.996,3.33,0.633,9.61,3
10.274,0.231,0.182,2.824,0.072,13.138,55.588,0.999,3.648,0.655,10.903,6
7.426,0.375,0.373,1.918,0.141,7.06,69.064,0.996,3.124,0.562,10.06,6
6.843,0.549,0.355,2.264,0.06,22.835,6.984,0.999,3.614,0.597,11.62,6
7.195,0.29,0.268,1.726,0.151,25.888,48.554,0.996,3.134,0.525,11.558,5
5.53,0.496,0.116,1.994,0.071,7.534,35.814,0.997,3.265,0.659,11.539,6
11.912,0.559,0.08,4.077,0.009,18.035,25.257,0.995,3.554,0.763,10.747,5
10.327,0.595,0.358,3.132,0.109,20.868,67.341,0.995,3.411,0.707,13.147,6
10.255,0.283,0.529,0.862,0.045,26.607,108.994,0.997,3.414,0.837,11.503,6
9.739,0.494,0.211,4.763,0.121,18.038,57.838,0.997,3.045,0.481,10.69,5
8.002,0.41,0.225,3.403,0.122,29.328,52.602,0.998,3.418,0.433,10.726,6
9.637,0.494,0.407,1.707,-0.027,21.842,74.381,0.999,3.198,0.905,8.823,5
9.576,0.557,0.47,2.003,0.005,5.261,54.899,0.998,3.146,0.549,9.11,5
10.26,0.639,-0.037,2.439,0.083,7.515,136.29,0.996,3.437,0.755,9.788,6
4.388,0.783,0.144,2.13,0.016,17.616,20.312,0.996,3.438,0.621,9.722,6
7.449,0.051,0.422,4.726,0.101,-2.7,66.722,0.998,3.267,0.75,9.925,5
8.448,0.398,0.503,3.637,0.079,27.498,12.36,0.996,3.205,0.841,9.353,6
7.971,0.477,0.419,1.552,0.135,22.246,92.3,0.996,3.338,0.492,11.431,6
10.074,0.599,0.362,5.68,0.12,-3.559,0.753,0.997,3.357,0.946,10.784,4
9.651,0.495,0.299,2.48,0.187,27.971,60.741,0.998,3.236,0.719,10.905,5
8.858,0.285,0.231,1.732,0.031,1.208,76.105,0.999,3.236,0.877,11.912,5
12.417,0.622,0.44,1.943,0.15,-0.294,28.264,0.997,2.943,0.359,10.386,7
11.777,0.35,0.39,1.905,-0.017,23.158,51.592,0.998,3.607,0.145,10.358,6
10.341,0.458,0.107,2.851,0.02,30.646,88.306,0.996,3.315,0.383,10.527,7
8.605,0.46,0.321,0.486,0.111,0.427,36.604,0.999,3.184,0.92,11.297,6
8.652,0.427,0.674,2.551,0.129,11.871,41.867,0.998,3.386,0.454,10.149,6
5.73,0.547,0.757,3.429,0.103,2.469,57.92,0.997,3.437,0.732,10.661,6
8.379,0.698,0.211,2.946,0.134,16.096,28.743,0.999,3.174,0.664,11.275,5
11.131,0.587,0.159,2.437,0.119,15.032,50.549,0.994,3.44,0.583,9.104,5
10.199,0.368,0.333,2.142,0.137,16.882,38.654,0.998,3.143,0.364,10.934,4
9.111,0.686,0.13,1.887,0.104,15.787,54.976,0.997,3.375,0.599,11.184,6
5.105,0.255,-0.095,4.427,-0.029,8.779,114.695,0.999,3.514,0.841,9.438,7
8.235,0.351,0.425,2.85,0.032,18.335,77.042,0.997,3.063,0.669,10.791,5
11.411,0.614,0.069,1.711,0.114,17.365,-33.5,0.997,3.289,0.904,10.225,6
8.419,0.386,0.391,2.858,0.117,24.07,107.777,0.998,3.332,0.73,10.806,4
6.743,0.675,0.385,4.853,0.068,28.21,49.89,0.997,3.156,0.984,10.637,4
6.451,0.277,0.101,0.677,0.048,34.755,103.66,0.996,3.09,0.795,10.064,5
10.621,0.614,-0.355,2.001,0.079,46.033,4.687,0.996,3.504,0.637,8.577,5
9.306,0.656,0.159,2.609,0.047,-0.551,34.925,0.996,3.528,0.69,10.089,6
3.896,0.623,0.104,2.426,0.116,13.051,45.928,0.997,3.092,0.673,10.469,6
8.023,0.374,0.076,4.913,0.087,15.785,63.479,0.996,3.326,0.952,10.64,5
7.323,0.467,0.081,4.228,0.087,22.73,88.999,0.997,3.373,0.778,11.846,5
10.364,0.355,0.41,2.971,0.03,11.156,32.815,0.996,3.48,0.789,10.167,5
6.935,0.487,0.058,2.019,0.094,1.838,76.733,0.994,3.556,0.277,10.55,6
11.572,0.884,0.745,2.783,0.09,23.937,10.127,0.999,3.13,0.417,10.326,6
7.479,0.582,-0.148,2.723,0.053,18.224,14.939,0.998,3.125,0.439,9.412,5
8.822,0.517,0.365,1.035,0.105,29.888,105.85,0.994,3.261,0.669,10.434,6
9.807,0.695,0.264,2.254,0.127,23.616,37.487,0.998,3.246,0.822,9.764,5
4.841,0.553,0.079,2.661,0.053,41.614,-14.427,0.997,3.423,0.963,11.969,4
8.281,0.799,0.747,2.742,0.13,34.424,106.331,0.998,3.296,0.681,9.772,7
10.095,0.432,0.122,3.82,0.127,-6.419,57.787,0.998,3.333,0.376,11.669,6
8.162,0.84,0.496,2.461,0.026,10.965,25.614,0.999,3.419,0.886,11.308,5
7.755,0.079,0.539,3.921,0.152,26.71,94.245,0.998,3.0,0.648,10.759,6
6.622,0.782,0.593,3.423,0.058,21.803,40.863,0.998,3.611,0.754,11.17,4
6.918,0.464,0.347,1.915,0.07,26.865,75.108,0.999,3.219,0.685,10.228,5
8.818,0.449,0.203,2.925,0.167,28.243,17.832,0.997,3.117,0.388,9.465,7
7.733,0.72,0.369,3.153,0.046,17.794,26.731,0.998,3.449,0.669,10.025,4
8.255,0.49,0.215,3.204,0.039,7.296,86.086,0.999,3.247,0.94,10.217,7
9.478,0.729,-0.026,-0.127,0.107,6.411,16.999,0.994,3.3,0.686,9.823,5
6.049,0.563,-0.03,2.149,0.044,23.373,29.602,1.002,3.333,0.638,11.78,6
9.293,0.56,0.354,4.052,0.092,15.217,91.465,0.997,3.382,0.507,10.928,7
7.727,0.863,-0.241,3.367,0.092,-3.694,52.336,0.994,3.228,0.685,10.225,5
8.199,0.566,0.537,3.534,0.096,6.959,68.215,0.998,2.97,0.793,10.23,5
5.352,0.762,-0.273,2.218,0.137,29.032,16.581,0.998,3.409,0.726,10.78,5
7.355,0.637,0.157,3.373,0.035,15.171,65.688,0.992,3.331,0.739,10.005,7
11.377,0.441,0.034,4.003,0.104,18.215,31.912,0.999,3.491,0.719,9.138,6
11.991,0.509,0.316,2.243,0.119,6.602,43.274,0.999,3.487,0.655,10.994,6
7.062,0.381,0.381,1.235,0.037,13.94,66.208,0.997,3.314,0.491,9.879,7
6.932,0.563,0.35,2.539,0.135,19.36,56.943,0.996,2.926,0.942,10.006,6
8.519,0.573,0.418,1.435,0.09,34.039,65.342,0.997,3.209,0.816,9.149,7
7.123,0.434,0.054,4.455,0.177,24.003,63.589,0.997,3.424,0.384,10.488,6
9.178,0.36,0.224,1.49,0.013,34.447,56.604,0.996,3.356,0.528,11.77,6
8.762,0.505,0.248,4.263,0.131,12.245,71.177,0.997,3.353,0.668,8.957,6
9.462,0.662,0.145,2.078,0.17,29.081,64.666,0.998,3.302,0.658,9.469,6
8.175,0.305,0.175,3.685,0.088,6.179,57.066,0.997,3.004,0.638,10.06,6
9.303,0.561,0.219,2.68,0.047,5.071,11.656,1.0,3.129,0.657,10.685,6
9.584,0.71,0.153,-0.059,0.104,22.235,23.86,0.996,3.423,0.47,11.821,4
7.673,0.235,0.141,1.864,0.105,15.836,35.724,0.999,3.37,0.985,12.318,5
7.236,0.629,0.769,-1.304,0.111,15.013,-20.422,0.996,3.499,0.696,10.653,5
10.562,0.548,0.485,-0.314,0.087,17.602,85.316,0.995,3.517,0.739,8.993,6
9.515,0.682,0.308,2.314,0.175,18.257,21.195,0.998,3.043,0.519,10.379,6
9.437,0.458,0.447,5.06,0.087,22.347,-37.201,0.995,3.006,0.64,11.162,6
7.732,0.195,0.265,0.113,-0.055,22.254,0.307,0.998,3.453,0.523,11.145,6
8.639,0.697,0.219,4.337,0.134,19.033,101.658,0.997,3.326,0.727,10.114,5
7.63,0.454,0.161,4.731,0.044,3.537,78.924,0.997,3.534,0.535,11.031,5
13.126,0.538,0.205,4.374,0.118,16.719,18.166,0.997,3.185,0.777,10.916,4
8.589,0.621,0.012,2.619,0.091,11.864,-1.743,0.995,3.468,0.548,9.428,5
9.186,0.617,0.35,1.358,0.044,11.924,57.945,0.999,3.324,0.689,11.575,5
10.53,0.509,0.461,3.19,0.059,12.498,69.727,0.997,3.359,0.584,9.701,6
8.182,0.439,0.195,0.946,0.038,32.662,84.801,0.998,3.53,0.797,9.76,6
9.949,0.446,0.156,2.354,0.052,25.106,-3.192,0.996,3.422,0.8,9.556,7
5.627,0.636,0.521,3.104,0.095,19.405,37.797,0.996,3.458,0.691,10.274,6
7.559,0.455,0.52,3.644,0.06,30.541,52.815,0.997,3.482,0.657,11.144,6
7.966,0.508,0.624,4.638,0.106,15.568,-17.218,0.994,3.129,0.677,10.678,6
8.038,0.605,0.486,0.515,0.12,16.032,23.634,0.998,3.18,0.593,11.107,6
8.948,0.769,0.329,1.661,0.141,28.922,47.886,0.997,3.237,0.734,9.565,6
8.437,0.604,0.24,2.399,0.038,9.445,67.504,0.997,3.12,0.655,10.301,7
5.73,0.401,0.17,2.061,0.119,27.402,71.975,0.996,3.53,0.487,10.177,5
8.428,0.56,0.342,0.517,0.086,7.86,42.419,0.997,3.36,0.756,9.932,6
11.96,0.66,0.101,4.231,0.093,9.653,-3.136,0.991,3.297,0.826,10.647,5
8.754,0.482,0.572,2.324,0.074,14.952,90.248,0.998,3.35,0.716,11.723,5
8.969,0.481,0.452,1.293,0.062,30.756,105.655,0.997,2.958,0.645,12.344,7
6.126,0.247,0.349,2.541,0.089,16.926,31.239,0.997,3.253,0.56,9.834,6
9.704,0.343,0.131,3.836,0.096,10.654,22.812,0.997,3.155,0.69,11.793,6
9.217,0.721,0.361,3.136,0.153,15.167,21.101,1.0,3.093,0.453,8.637,7
10.231,0.464,0.053,1.449,0.101,20.966,84.795,0.996,3.355,0.575,11.342,7
6.382,0.716,0.616,5.936,0.08,13.053,32.273,0.998,3.229,0.879,8.778,6
8.278,0.395,0.473,2.708,0.063,26.931,-9.793,0.999,3.343,0.639,10.791,6
9.137,0.651,-0.179,1.178,0.083,15.133,63.498,0.998,3.279,0.483,10.907,7
9.465,0.128,0.407,1.907,0.101,26.277,38.462,0.997,3.398,0.67,10.743,6
7.696,0.569,0.062,2.687,0.035,10.486,91.106,0.998,3.269,0.624,9.224,6
5.369,0.704,0.364,2.848,0.113,11.262,-18.415,0.996,3.366,0.728,10.192,6
10.452,0.244,0.227,2.093,0.129,21.76,79.603,0.995,3.179,0.65,11.35,5
7.9,0.759,0.525,0.904,0.09,7.016,75.235,0.999,3.463,0.493,10.789,5
7.832,0.402,0.495,1.359,0.175,17.789,89.532,1.0,3.576,0.465,10.477,6
11.072,0.356,0.157,1.792,0.143,10.995,22.227,0.993,3.29,0.733,8.97,7
9.097,0.481,0.476,1.522,0.188,38.705,18.957,0.995,3.088,0.836,11.291,6
5.196,0.346,0.191,2.063,0.062,17.493,3.506,0.997,3.16,0.451,10.983,6
8.558,0.326,0.297,0.892,0.192,27.408,37.897,0.995,3.717,0.74,10.374,5
4.235,0.035,-0.066,2.101,0.125,-2.894,75.167,0.996,3.197,0.457,8.895,5
9.61,0.725,0.377,4.73,0.029,12.892,-2.105,0.995,3.531,0.529,8.954,6
10.45,0.626,0.042,2.041,-0.039,10.89,9.813,0.997,3.423,0.749,9.003,7
7.723,0.671,0.418,1.629,0.062,-7.479,25.78,0.997,3.324,0.527,9.512,5
8.145,0.626,0.55,4.115,0.158,28.587,15.62,0.998,3.288,0.786,11.095,5
12.083,0.444,0.138,1.232,0.165,15.393,24.693,0.996,3.228,0.735,10.626,6
6.933,0.795,0.306,4.728,0.039,33.2,27.697,0.999,3.162,0.826,10.503,7
11.348,0.584,0.606,3.217,0.204,-7.763,12.297,0.996,3.452,0.879,11.241,5
9.222,0.423,0.108,0.702,0.14,18.728,57.146,0.997,3.369,0.619,10.418,5
